end,val,accn,fy,fp,form,filed,frame,start
2009-12-31,12841399000.0,0001193125-10-181548,2010,Q2,10-Q,2010-08-06,,
2009-12-31,12841399000.0,0001193125-10-250157,2010,Q3,10-Q,2010-11-05,,
2009-12-31,12841399000.0,0001193125-11-047635,2010,FY,10-K,2011-02-25,CY2009Q4I,
2010-06-30,14903986000.0,0001193125-10-181548,2010,Q2,10-Q,2010-08-06,CY2010Q2I,
2010-09-30,15660069000.0,0001193125-10-250157,2010,Q3,10-Q,2010-11-05,CY2010Q3I,
2010-12-31,17527761000.0,0001193125-11-047635,2010,FY,10-K,2011-02-25,,
2010-12-31,17527761000.0,0001193125-11-130721,2011,Q1,10-Q,2011-05-06,,
2010-12-31,17527761000.0,0001193125-11-212416,2011,Q2,10-Q,2011-08-05,,
2010-12-31,17527761000.0,0001193125-11-297377,2011,Q3,10-Q,2011-11-04,,
2010-12-31,17527761000.0,0001193125-12-085818,2011,FY,10-K,2012-02-28,CY2010Q4I,
2011-03-31,18618266000.0,0001193125-11-130721,2011,Q1,10-Q,2011-05-06,CY2011Q1I,
2011-06-30,19366735000.0,0001193125-11-212416,2011,Q2,10-Q,2011-08-05,CY2011Q2I,
2011-09-30,19195363000.0,0001193125-11-297377,2011,Q3,10-Q,2011-11-04,CY2011Q3I,
2011-12-31,19968894000.0,0001193125-12-085818,2011,FY,10-K,2012-02-28,,
2011-12-31,19968894000.0,0001193125-12-225234,2012,Q1,10-Q,2012-05-10,,
2011-12-31,19968894000.0,0001193125-12-344003,2012,Q2,10-Q,2012-08-08,,
2011-12-31,19968894000.0,0000719739-12-000011,2012,Q3,10-Q,2012-11-09,,
2011-12-31,19968894000.0,0000719739-13-000009,2012,FY,10-K,2013-02-27,CY2011Q4I,
2012-03-31,20818337000.0,0001193125-12-225234,2012,Q1,10-Q,2012-05-10,CY2012Q1I,
2012-06-30,21289772000.0,0001193125-12-344003,2012,Q2,10-Q,2012-08-08,CY2012Q2I,
2012-09-30,21576934000.0,0000719739-12-000011,2012,Q3,10-Q,2012-11-09,CY2012Q3I,
2012-12-31,22766123000.0,0000719739-13-000009,2012,FY,10-K,2013-02-27,,
2012-12-31,22766123000.0,0000719739-13-000019,2013,Q1,10-Q,2013-05-10,,
2012-12-31,22766123000.0,0000719739-13-000040,2013,Q2,10-Q,2013-08-08,,
2012-12-31,22766123000.0,0000719739-13-000054,2013,Q3,10-Q,2013-11-08,,
2012-12-31,22766123000.0,0000719739-14-000012,2013,FY,10-K,2014-02-27,CY2012Q4I,
2013-03-31,22796000000.0,0000719739-13-000019,2013,Q1,10-Q,2013-05-10,CY2013Q1I,
2013-06-30,22153901000.0,0000719739-13-000040,2013,Q2,10-Q,2013-08-08,CY2013Q2I,
2013-09-30,23740864000.0,0000719739-13-000054,2013,Q3,10-Q,2013-11-08,CY2013Q3I,
2013-12-31,26417189000.0,0000719739-14-000012,2013,FY,10-K,2014-02-27,,
2013-12-31,26417189000.0,0000719739-14-000021,2014,Q1,10-Q,2014-05-09,,
2013-12-31,26417189000.0,0000719739-14-000034,2014,Q2,10-Q,2014-08-08,,
2013-12-31,26417189000.0,0000719739-14-000044,2014,Q3,10-Q,2014-11-07,,
2013-12-31,26417189000.0,0000719739-15-000022,2014,FY,10-K,2015-02-26,CY2013Q4I,
2014-03-31,29711039000.0,0000719739-14-000021,2014,Q1,10-Q,2014-05-09,CY2014Q1I,
2014-06-30,33309016000.0,0000719739-14-000034,2014,Q2,10-Q,2014-08-08,CY2014Q2I,
2014-09-30,36041007000.0,0000719739-14-000044,2014,Q3,10-Q,2014-11-07,CY2014Q3I,
2014-12-31,39344640000.0,0000719739-15-000022,2014,FY,10-K,2015-02-26,,
2014-12-31,39339950000.0,0000719739-15-000034,2015,Q1,10-Q,2015-05-11,,
2014-12-31,39339950000.0,0000719739-15-000048,2015,Q2,10-Q,2015-08-07,,
2014-12-31,39337869000.0,0000719739-15-000059,2015,Q3,10-Q,2015-11-06,,
2014-12-31,39337869000.0,0000719739-16-000073,2015,FY,10-K,2016-02-26,CY2014Q4I,
2015-03-31,39695990000.0,0000719739-15-000034,2015,Q1,10-Q,2015-05-11,CY2015Q1I,
2015-06-30,40236118000.0,0000719739-15-000048,2015,Q2,10-Q,2015-08-07,CY2015Q2I,
2015-09-30,41730982000.0,0000719739-15-000059,2015,Q3,10-Q,2015-11-06,CY2015Q3I,
2015-12-31,44686703000.0,0000719739-16-000073,2015,FY,10-K,2016-02-26,,
2015-12-31,44686703000.0,0000719739-16-000085,2016,Q1,10-Q,2016-05-10,,
2015-12-31,44686703000.0,0000719739-16-000095,2016,Q2,10-Q,2016-08-08,,
2015-12-31,44686703000.0,0000719739-16-000114,2016,Q3,10-Q,2016-11-08,,
2015-12-31,44686703000.0,0000719739-17-000012,2016,FY,10-K,2017-02-28,CY2015Q4I,
2016-03-31,43573902000.0,0000719739-16-000085,2016,Q1,10-Q,2016-05-10,CY2016Q1I,
2016-06-30,43132654000.0,0000719739-16-000095,2016,Q2,10-Q,2016-08-08,CY2016Q2I,
2016-09-30,43274037000.0,0000719739-16-000114,2016,Q3,10-Q,2016-11-08,CY2016Q3I,
2016-12-31,44683660000.0,0000719739-17-000012,2016,FY,10-K,2017-02-28,,
2016-12-31,44683660000.0,0000719739-17-000021,2017,Q1,10-Q,2017-05-10,,
2016-12-31,44683660000.0,0000719739-17-000049,2017,Q2,10-Q,2017-08-07,,
2016-12-31,44683660000.0,0000719739-17-000062,2017,Q3,10-Q,2017-11-08,,
2016-12-31,44683660000.0,0000719739-18-000011,2017,FY,10-K,2018-02-28,CY2016Q4I,
2017-03-31,46413339000.0,0000719739-17-000021,2017,Q1,10-Q,2017-05-10,CY2017Q1I,
2017-06-30,48400379000.0,0000719739-17-000049,2017,Q2,10-Q,2017-08-07,CY2017Q2I,
2017-09-30,50754287000.0,0000719739-17-000062,2017,Q3,10-Q,2017-11-08,CY2017Q3I,
2017-12-31,51214467000.0,0000719739-18-000011,2017,FY,10-K,2018-02-28,,
2017-12-31,51214467000.0,0000719739-18-000024,2018,Q1,10-Q,2018-05-08,,
2017-12-31,51214467000.0,0000719739-18-000038,2018,Q2,10-Q,2018-08-07,,
2017-12-31,51214467000.0,0000719739-18-000049,2018,Q3,10-Q,2018-11-09,,
2017-12-31,51214467000.0,0000719739-19-000018,2018,FY,10-K,2019-02-28,CY2017Q4I,
2018-03-31,53500787000.0,0000719739-18-000024,2018,Q1,10-Q,2018-05-08,CY2018Q1I,
2018-06-30,55867745000.0,0000719739-18-000038,2018,Q2,10-Q,2018-08-07,CY2018Q2I,
2018-09-30,58139734000.0,0000719739-18-000049,2018,Q3,10-Q,2018-11-09,CY2018Q3I,
2018-12-31,56927979000.0,0000719739-19-000018,2018,FY,10-K,2019-02-28,,
2018-12-31,56927979000.0,0000719739-19-000034,2019,Q1,10-Q,2019-05-09,,
2018-12-31,56927979000.0,0000719739-19-000052,2019,Q2,10-Q,2019-08-09,,
2018-12-31,56927979000.0,0000719739-19-000075,2019,Q3,10-Q,2019-11-12,,
2018-12-31,56927979000.0,0000719739-20-000016,2019,FY,10-K,2020-02-28,CY2018Q4I,
2019-03-31,60160285000.0,0000719739-19-000034,2019,Q1,10-Q,2019-05-09,CY2019Q1I,
2019-06-30,63773739000.0,0000719739-19-000052,2019,Q2,10-Q,2019-08-09,CY2019Q2I,
2019-09-30,68231233000.0,0000719739-19-000075,2019,Q3,10-Q,2019-11-12,CY2019Q3I,
2019-12-31,71004903000.0,0000719739-20-000016,2019,FY,10-K,2020-02-28,,
2019-12-31,71004903000.0,0000719739-20-000036,2020,Q1,10-Q,2020-05-11,,
2019-12-31,71004903000.0,0000719739-20-000055,2020,Q2,10-Q,2020-08-10,,
2019-12-31,71004903000.0,0000719739-20-000074,2020,Q3,10-Q,2020-11-05,,
2019-12-31,71004903000.0,0000719739-21-000023,2020,FY,10-K,2021-03-01,CY2019Q4I,
2020-03-31,75009640000.0,0000719739-20-000036,2020,Q1,10-Q,2020-05-11,CY2020Q1I,
2020-06-30,85730985000.0,0000719739-20-000055,2020,Q2,10-Q,2020-08-10,CY2020Q2I,
2020-09-30,96916771000.0,0000719739-20-000074,2020,Q3,10-Q,2020-11-05,CY2020Q3I,
2020-12-31,115511007000.0,0000719739-21-000023,2020,FY,10-K,2021-03-01,,
2020-12-31,115511007000.0,0000719739-21-000036,2021,Q1,10-Q,2021-05-10,,
2020-12-31,115511000000.0,0000719739-21-000060,2021,Q2,10-Q,2021-08-06,,
2020-12-31,115511000000.0,0000719739-21-000071,2021,Q3,10-Q,2021-11-08,,
2020-12-31,115511000000.0,0000719739-22-000023,2021,FY,10-K,2022-03-01,CY2020Q4I,
2021-03-31,142346620000.0,0000719739-21-000036,2021,Q1,10-Q,2021-05-10,CY2021Q1I,
2021-06-30,163399000000.0,0000719739-21-000060,2021,Q2,10-Q,2021-08-06,CY2021Q2I,
2021-09-30,190996000000.0,0000719739-21-000071,2021,Q3,10-Q,2021-11-08,CY2021Q3I,
2021-12-31,211478000000.0,0000719739-22-000023,2021,FY,10-K,2022-03-01,,
2021-12-31,211478000000.0,0000719739-22-000040,2022,Q1,10-Q,2022-05-06,,
2021-12-31,211478000000.0,0000719739-22-000055,2022,Q2,10-Q,2022-08-08,,
2021-12-31,211308000000.0,0000719739-22-000081,2022,Q3,10-Q,2022-11-07,,
2021-12-31,211308000000.0,0000719739-23-000021,2022,FY,10-K,2023-02-24,CY2021Q4I,
2022-03-31,220355000000.0,0000719739-22-000040,2022,Q1,10-Q,2022-05-06,CY2022Q1I,
2022-06-30,214389000000.0,0000719739-22-000055,2022,Q2,10-Q,2022-08-08,CY2022Q2I,
2022-09-30,212867000000.0,0000719739-22-000081,2022,Q3,10-Q,2022-11-07,CY2022Q3I,
2022-12-31,211793000000.0,0000719739-23-000021,2022,FY,10-K,2023-02-24,CY2022Q4I,
2009-12-31,41000.0,0001193125-10-181548,2010,Q2,10-Q,2010-08-06,,
2009-12-31,41000.0,0001193125-10-250157,2010,Q3,10-Q,2010-11-05,,
2009-12-31,41000.0,0001193125-11-047635,2010,FY,10-K,2011-02-25,CY2009Q4I,
2010-06-30,42000.0,0001193125-10-181548,2010,Q2,10-Q,2010-08-06,CY2010Q2I,
2010-09-30,42000.0,0001193125-10-250157,2010,Q3,10-Q,2010-11-05,CY2010Q3I,
2010-12-31,42000.0,0001193125-11-047635,2010,FY,10-K,2011-02-25,,
2010-12-31,42000.0,0001193125-11-130721,2011,Q1,10-Q,2011-05-06,,
2010-12-31,42000.0,0001193125-11-212416,2011,Q2,10-Q,2011-08-05,,
2010-12-31,42000.0,0001193125-11-297377,2011,Q3,10-Q,2011-11-04,,
2010-12-31,42000.0,0001193125-12-085818,2011,FY,10-K,2012-02-28,CY2010Q4I,
2011-03-31,43000.0,0001193125-11-130721,2011,Q1,10-Q,2011-05-06,CY2011Q1I,
2011-06-30,43000.0,0001193125-11-212416,2011,Q2,10-Q,2011-08-05,CY2011Q2I,
2011-09-30,43000.0,0001193125-11-297377,2011,Q3,10-Q,2011-11-04,CY2011Q3I,
2011-12-31,44000.0,0001193125-12-085818,2011,FY,10-K,2012-02-28,,
2011-12-31,44000.0,0001193125-12-225234,2012,Q1,10-Q,2012-05-10,,
2011-12-31,44000.0,0001193125-12-344003,2012,Q2,10-Q,2012-08-08,,
2011-12-31,44000.0,0000719739-12-000011,2012,Q3,10-Q,2012-11-09,,
2011-12-31,44000.0,0000719739-13-000009,2012,FY,10-K,2013-02-27,CY2011Q4I,
2012-03-31,44000.0,0001193125-12-225234,2012,Q1,10-Q,2012-05-10,CY2012Q1I,
2012-06-30,44000.0,0001193125-12-344003,2012,Q2,10-Q,2012-08-08,CY2012Q2I,
2012-09-30,45000.0,0000719739-12-000011,2012,Q3,10-Q,2012-11-09,CY2012Q3I,
2012-12-31,45000.0,0000719739-13-000009,2012,FY,10-K,2013-02-27,,
2012-12-31,45000.0,0000719739-13-000019,2013,Q1,10-Q,2013-05-10,,
2012-12-31,45000.0,0000719739-13-000040,2013,Q2,10-Q,2013-08-08,,
2012-12-31,45000.0,0000719739-13-000054,2013,Q3,10-Q,2013-11-08,,
2012-12-31,45000.0,0000719739-14-000012,2013,FY,10-K,2014-02-27,CY2012Q4I,
2013-03-31,45000.0,0000719739-13-000019,2013,Q1,10-Q,2013-05-10,CY2013Q1I,
2013-06-30,45000.0,0000719739-13-000040,2013,Q2,10-Q,2013-08-08,CY2013Q2I,
2013-09-30,46000.0,0000719739-13-000054,2013,Q3,10-Q,2013-11-08,CY2013Q3I,
2013-12-31,46000.0,0000719739-14-000012,2013,FY,10-K,2014-02-27,,
2013-12-31,46000.0,0000719739-14-000021,2014,Q1,10-Q,2014-05-09,,
2013-12-31,46000.0,0000719739-14-000034,2014,Q2,10-Q,2014-08-08,,
2013-12-31,46000.0,0000719739-14-000044,2014,Q3,10-Q,2014-11-07,,
2013-12-31,46000.0,0000719739-15-000022,2014,FY,10-K,2015-02-26,CY2013Q4I,
2014-03-31,46000.0,0000719739-14-000021,2014,Q1,10-Q,2014-05-09,CY2014Q1I,
2014-06-30,51000.0,0000719739-14-000034,2014,Q2,10-Q,2014-08-08,CY2014Q2I,
2014-09-30,51000.0,0000719739-14-000044,2014,Q3,10-Q,2014-11-07,CY2014Q3I,
2014-12-31,51000.0,0000719739-15-000022,2014,FY,10-K,2015-02-26,,
2014-12-31,51000.0,0000719739-15-000034,2015,Q1,10-Q,2015-05-11,,
2014-12-31,51000.0,0000719739-15-000048,2015,Q2,10-Q,2015-08-07,,
2014-12-31,51000.0,0000719739-15-000059,2015,Q3,10-Q,2015-11-06,,
2014-12-31,51000.0,0000719739-16-000073,2015,FY,10-K,2016-02-26,CY2014Q4I,
2015-03-31,51000.0,0000719739-15-000034,2015,Q1,10-Q,2015-05-11,CY2015Q1I,
2015-06-30,51000.0,0000719739-15-000048,2015,Q2,10-Q,2015-08-07,CY2015Q2I,
2015-09-30,51000.0,0000719739-15-000059,2015,Q3,10-Q,2015-11-06,CY2015Q3I,
2015-12-31,52000.0,0000719739-16-000073,2015,FY,10-K,2016-02-26,,
2015-12-31,52000.0,0000719739-16-000085,2016,Q1,10-Q,2016-05-10,,
2015-12-31,52000.0,0000719739-16-000095,2016,Q2,10-Q,2016-08-08,,
2015-12-31,52000.0,0000719739-16-000114,2016,Q3,10-Q,2016-11-08,,
2015-12-31,52000.0,0000719739-17-000012,2016,FY,10-K,2017-02-28,CY2015Q4I,
2016-03-31,52000.0,0000719739-16-000085,2016,Q1,10-Q,2016-05-10,CY2016Q1I,
2016-06-30,52000.0,0000719739-16-000095,2016,Q2,10-Q,2016-08-08,CY2016Q2I,
2016-09-30,52000.0,0000719739-16-000114,2016,Q3,10-Q,2016-11-08,CY2016Q3I,
2016-12-31,52000.0,0000719739-17-000012,2016,FY,10-K,2017-02-28,,
2016-12-31,52000.0,0000719739-17-000021,2017,Q1,10-Q,2017-05-10,,
2016-12-31,52000.0,0000719739-17-000049,2017,Q2,10-Q,2017-08-07,,
2016-12-31,52000.0,0000719739-17-000062,2017,Q3,10-Q,2017-11-08,,
2016-12-31,52000.0,0000719739-18-000011,2017,FY,10-K,2018-02-28,CY2016Q4I,
2017-03-31,52000.0,0000719739-17-000021,2017,Q1,10-Q,2017-05-10,CY2017Q1I,
2017-06-30,53000.0,0000719739-17-000049,2017,Q2,10-Q,2017-08-07,CY2017Q2I,
2017-09-30,53000.0,0000719739-17-000062,2017,Q3,10-Q,2017-11-08,CY2017Q3I,
2017-12-31,53000.0,0000719739-18-000011,2017,FY,10-K,2018-02-28,,
2017-12-31,53000.0,0000719739-18-000024,2018,Q1,10-Q,2018-05-08,,
2017-12-31,53000.0,0000719739-18-000038,2018,Q2,10-Q,2018-08-07,,
2017-12-31,53000.0,0000719739-18-000049,2018,Q3,10-Q,2018-11-09,,
2017-12-31,53000.0,0000719739-19-000018,2018,FY,10-K,2019-02-28,CY2017Q4I,
2018-03-31,53000.0,0000719739-18-000024,2018,Q1,10-Q,2018-05-08,CY2018Q1I,
2018-06-30,53000.0,0000719739-18-000038,2018,Q2,10-Q,2018-08-07,CY2018Q2I,
2018-09-30,53000.0,0000719739-18-000049,2018,Q3,10-Q,2018-11-09,CY2018Q3I,
2018-12-31,53000.0,0000719739-19-000018,2018,FY,10-K,2019-02-28,,
2018-12-31,53000.0,0000719739-19-000034,2019,Q1,10-Q,2019-05-09,,
2018-12-31,53000.0,0000719739-19-000052,2019,Q2,10-Q,2019-08-09,,
2018-12-31,53000.0,0000719739-19-000075,2019,Q3,10-Q,2019-11-12,,
2018-12-31,53000.0,0000719739-20-000016,2019,FY,10-K,2020-02-28,CY2018Q4I,
2019-03-31,52000.0,0000719739-19-000034,2019,Q1,10-Q,2019-05-09,CY2019Q1I,
2019-06-30,52000.0,0000719739-19-000052,2019,Q2,10-Q,2019-08-09,CY2019Q2I,
2019-09-30,52000.0,0000719739-19-000075,2019,Q3,10-Q,2019-11-12,CY2019Q3I,
2019-12-31,52000.0,0000719739-20-000016,2019,FY,10-K,2020-02-28,,
2019-12-31,52000.0,0000719739-20-000036,2020,Q1,10-Q,2020-05-11,,
2019-12-31,52000.0,0000719739-20-000055,2020,Q2,10-Q,2020-08-10,,
2019-12-31,52000.0,0000719739-20-000074,2020,Q3,10-Q,2020-11-05,,
2019-12-31,52000.0,0000719739-21-000023,2020,FY,10-K,2021-03-01,CY2019Q4I,
2020-03-31,52000.0,0000719739-20-000036,2020,Q1,10-Q,2020-05-11,CY2020Q1I,
2020-06-30,52000.0,0000719739-20-000055,2020,Q2,10-Q,2020-08-10,CY2020Q2I,
2020-09-30,52000.0,0000719739-20-000074,2020,Q3,10-Q,2020-11-05,CY2020Q3I,
2020-12-31,52000.0,0000719739-21-000023,2020,FY,10-K,2021-03-01,,
2020-12-31,52000.0,0000719739-21-000036,2021,Q1,10-Q,2021-05-10,,
2020-12-31,0.0,0000719739-21-000060,2021,Q2,10-Q,2021-08-06,,
2020-12-31,0.0,0000719739-21-000071,2021,Q3,10-Q,2021-11-08,,
2020-12-31,0.0,0000719739-22-000023,2021,FY,10-K,2022-03-01,CY2020Q4I,
2021-03-31,54000.0,0000719739-21-000036,2021,Q1,10-Q,2021-05-10,CY2021Q1I,
2021-06-30,0.0,0000719739-21-000060,2021,Q2,10-Q,2021-08-06,CY2021Q2I,
2021-09-30,0.0,0000719739-21-000071,2021,Q3,10-Q,2021-11-08,CY2021Q3I,
2021-12-31,0.0,0000719739-22-000023,2021,FY,10-K,2022-03-01,,
2021-12-31,0.0,0000719739-22-000040,2022,Q1,10-Q,2022-05-06,,
2021-12-31,0.0,0000719739-22-000055,2022,Q2,10-Q,2022-08-08,,
2021-12-31,0.0,0000719739-22-000081,2022,Q3,10-Q,2022-11-07,,
2021-12-31,0.0,0000719739-23-000021,2022,FY,10-K,2023-02-24,CY2021Q4I,
2022-03-31,0.0,0000719739-22-000040,2022,Q1,10-Q,2022-05-06,CY2022Q1I,
2022-06-30,0.0,0000719739-22-000055,2022,Q2,10-Q,2022-08-08,CY2022Q2I,
2022-09-30,0.0,0000719739-22-000081,2022,Q3,10-Q,2022-11-07,CY2022Q3I,
2022-12-31,0.0,0000719739-23-000021,2022,FY,10-K,2023-02-24,CY2022Q4I,
2017-12-31,52835188.0,0000719739-19-000018,2018,FY,10-K,2019-02-28,CY2017Q4I,
2018-12-31,52586498.0,0000719739-19-000018,2018,FY,10-K,2019-02-28,,
2018-12-31,52586498.0,0000719739-19-000052,2019,Q2,10-Q,2019-08-09,,
2018-12-31,52586498.0,0000719739-19-000075,2019,Q3,10-Q,2019-11-12,,
2018-12-31,52586498.0,0000719739-20-000016,2019,FY,10-K,2020-02-28,CY2018Q4I,
2019-06-30,51561719.0,0000719739-19-000052,2019,Q2,10-Q,2019-08-09,CY2019Q2I,
2019-09-30,51555831.0,0000719739-19-000075,2019,Q3,10-Q,2019-11-12,CY2019Q3I,
2019-12-31,51655607.0,0000719739-20-000016,2019,FY,10-K,2020-02-28,,
2019-12-31,51655607.0,0000719739-20-000036,2020,Q1,10-Q,2020-05-11,,
2019-12-31,51655607.0,0000719739-20-000055,2020,Q2,10-Q,2020-08-10,,
2019-12-31,51655607.0,0000719739-20-000074,2020,Q3,10-Q,2020-11-05,,
2019-12-31,51655607.0,0000719739-21-000023,2020,FY,10-K,2021-03-01,CY2019Q4I,
2020-03-31,51655607.0,0000719739-20-000036,2020,Q1,10-Q,2020-05-11,CY2020Q1I,
2020-06-30,51740714.0,0000719739-20-000055,2020,Q2,10-Q,2020-08-10,CY2020Q2I,
2020-09-30,51787972.0,0000719739-20-000074,2020,Q3,10-Q,2020-11-05,CY2020Q3I,
2020-12-31,51888463.0,0000719739-21-000023,2020,FY,10-K,2021-03-01,,
2020-12-31,51888463.0,0000719739-21-000036,2021,Q1,10-Q,2021-05-10,,
2020-12-31,51888463.0,0000719739-21-000060,2021,Q2,10-Q,2021-08-06,,
2020-12-31,51888463.0,0000719739-21-000071,2021,Q3,10-Q,2021-11-08,,
2020-12-31,51888463.0,0000719739-22-000023,2021,FY,10-K,2022-03-01,CY2020Q4I,
2021-03-31,54001797.0,0000719739-21-000036,2021,Q1,10-Q,2021-05-10,CY2021Q1I,
2021-06-30,54530307.0,0000719739-21-000060,2021,Q2,10-Q,2021-08-06,CY2021Q2I,
2021-09-30,58677483.0,0000719739-21-000071,2021,Q3,10-Q,2021-11-08,CY2021Q3I,
2021-12-31,58748469.0,0000719739-22-000023,2021,FY,10-K,2022-03-01,,
2021-12-31,58748469.0,0000719739-22-000040,2022,Q1,10-Q,2022-05-06,,
2021-12-31,58748469.0,0000719739-22-000055,2022,Q2,10-Q,2022-08-08,,
2021-12-31,58748469.0,0000719739-22-000081,2022,Q3,10-Q,2022-11-07,,
2021-12-31,58748469.0,0000719739-23-000021,2022,FY,10-K,2023-02-24,CY2021Q4I,
2022-03-31,58840156.0,0000719739-22-000040,2022,Q1,10-Q,2022-05-06,CY2022Q1I,
2022-06-30,59081326.0,0000719739-22-000055,2022,Q2,10-Q,2022-08-08,CY2022Q2I,
2022-09-30,59104124.0,0000719739-22-000081,2022,Q3,10-Q,2022-11-07,CY2022Q3I,
2022-12-31,59171883.0,0000719739-23-000021,2022,FY,10-K,2023-02-24,CY2022Q4I,
2017-12-31,27057000.0,0000719739-19-000018,2018,FY,10-K,2019-02-28,CY2017Q4I,
2017-12-31,27057000.0,0000719739-18-000049,2018,Q3,10-Q,2018-11-09,,
2017-12-31,27057000.0,0000719739-18-000038,2018,Q2,10-Q,2018-08-07,,
2017-12-31,27057000.0,0000719739-18-000024,2018,Q1,10-Q,2018-05-08,,
2018-01-01,736000.0,0000719739-19-000018,2018,FY,10-K,2019-02-28,,
2018-01-01,736000.0,0000719739-18-000049,2018,Q3,10-Q,2018-11-09,,
2018-01-01,736000.0,0000719739-18-000038,2018,Q2,10-Q,2018-08-07,,
2018-01-01,736000.0,0000719739-18-000024,2018,Q1,10-Q,2018-05-08,,
2018-03-31,734000.0,0000719739-18-000024,2018,Q1,10-Q,2018-05-08,CY2018Q1I,
2018-06-30,479000.0,0000719739-18-000038,2018,Q2,10-Q,2018-08-07,CY2018Q2I,
2018-09-30,556000.0,0000719739-18-000049,2018,Q3,10-Q,2018-11-09,CY2018Q3I,
2018-12-31,598000.0,0000719739-19-000018,2018,FY,10-K,2019-02-28,CY2018Q4I,
2009-12-31,10331937000.0,0001193125-10-181548,2010,Q2,10-Q,2010-08-06,,
2009-12-31,10331937000.0,0001193125-10-250157,2010,Q3,10-Q,2010-11-05,,
2009-12-31,10331937000.0,0001193125-11-047635,2010,FY,10-K,2011-02-25,CY2009Q4I,
2010-06-30,12140413000.0,0001193125-10-181548,2010,Q2,10-Q,2010-08-06,CY2010Q2I,
2010-09-30,12414945000.0,0001193125-10-250157,2010,Q3,10-Q,2010-11-05,CY2010Q3I,
2010-12-31,14336941000.0,0001193125-11-047635,2010,FY,10-K,2011-02-25,,
2010-12-31,14336941000.0,0001193125-11-130721,2011,Q1,10-Q,2011-05-06,,
2010-12-31,14336941000.0,0001193125-11-212416,2011,Q2,10-Q,2011-08-05,,
2010-12-31,14336941000.0,0001193125-11-297377,2011,Q3,10-Q,2011-11-04,,
2010-12-31,14336941000.0,0001193125-12-085818,2011,FY,10-K,2012-02-28,CY2010Q4I,
2011-03-31,15330319000.0,0001193125-11-130721,2011,Q1,10-Q,2011-05-06,CY2011Q1I,
2011-06-30,16278474000.0,0001193125-11-212416,2011,Q2,10-Q,2011-08-05,CY2011Q2I,
2011-09-30,16139222000.0,0001193125-11-297377,2011,Q3,10-Q,2011-11-04,CY2011Q3I,
2011-12-31,16709536000.0,0001193125-12-085818,2011,FY,10-K,2012-02-28,,
2011-12-31,16709536000.0,0001193125-12-225234,2012,Q1,10-Q,2012-05-10,,
2011-12-31,16709536000.0,0001193125-12-344003,2012,Q2,10-Q,2012-08-08,,
2011-12-31,16709536000.0,0000719739-12-000011,2012,Q3,10-Q,2012-11-09,,
2011-12-31,16709536000.0,0000719739-13-000009,2012,FY,10-K,2013-02-27,CY2011Q4I,
2012-03-31,16716882000.0,0001193125-12-225234,2012,Q1,10-Q,2012-05-10,CY2012Q1I,
2012-06-30,18068812000.0,0001193125-12-344003,2012,Q2,10-Q,2012-08-08,CY2012Q2I,
2012-09-30,17725066000.0,0000719739-12-000011,2012,Q3,10-Q,2012-11-09,CY2012Q3I,
2012-12-31,19176452000.0,0000719739-13-000009,2012,FY,10-K,2013-02-27,,
2012-12-31,19176452000.0,0000719739-13-000019,2013,Q1,10-Q,2013-05-10,,
2012-12-31,19176452000.0,0000719739-13-000040,2013,Q2,10-Q,2013-08-08,,
2012-12-31,19176452000.0,0000719739-13-000054,2013,Q3,10-Q,2013-11-08,,
2012-12-31,19176452000.0,0000719739-14-000012,2013,FY,10-K,2014-02-27,CY2012Q4I,
2013-03-31,19309908000.0,0000719739-13-000019,2013,Q1,10-Q,2013-05-10,CY2013Q1I,
2013-06-30,18690074000.0,0000719739-13-000040,2013,Q2,10-Q,2013-08-08,CY2013Q2I,
2013-09-30,19996991000.0,0000719739-13-000054,2013,Q3,10-Q,2013-11-08,CY2013Q3I,
2013-12-31,22472979000.0,0000719739-14-000012,2013,FY,10-K,2014-02-27,,
2013-12-31,22472979000.0,0000719739-14-000021,2014,Q1,10-Q,2014-05-09,,
2013-12-31,22472979000.0,0000719739-14-000034,2014,Q2,10-Q,2014-08-08,,
2013-12-31,22472979000.0,0000719739-14-000044,2014,Q3,10-Q,2014-11-07,,
2013-12-31,22472979000.0,0000719739-15-000022,2014,FY,10-K,2015-02-26,CY2013Q4I,
2014-03-31,25476905000.0,0000719739-14-000021,2014,Q1,10-Q,2014-05-09,CY2014Q1I,
2014-06-30,28352547000.0,0000719739-14-000034,2014,Q2,10-Q,2014-08-08,CY2014Q2I,
2014-09-30,31123135000.0,0000719739-14-000044,2014,Q3,10-Q,2014-11-07,CY2014Q3I,
2014-12-31,34343499000.0,0000719739-15-000022,2014,FY,10-K,2015-02-26,,
2014-12-31,34343499000.0,0000719739-15-000034,2015,Q1,10-Q,2015-05-11,,
2014-12-31,34343499000.0,0000719739-15-000048,2015,Q2,10-Q,2015-08-07,,
2014-12-31,34343499000.0,0000719739-15-000059,2015,Q3,10-Q,2015-11-06,,
2014-12-31,34343499000.0,0000719739-16-000073,2015,FY,10-K,2016-02-26,CY2014Q4I,
2015-03-31,33851575000.0,0000719739-15-000034,2015,Q1,10-Q,2015-05-11,CY2015Q1I,
2015-06-30,35626965000.0,0000719739-15-000048,2015,Q2,10-Q,2015-08-07,CY2015Q2I,
2015-09-30,37049417000.0,0000719739-15-000059,2015,Q3,10-Q,2015-11-06,CY2015Q3I,
